GeoFips,GeoName,LineCode,Description,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3
01000,Alabama,36,"      Transportation and warehousing",5984.8,6095.4,6253.3,6305.1,6266.9,5088.7,6082.8,6111.5,6580.6,6663.2,7097.1,7508.2,7631.9,7929.9,8076.3
01000,Alabama,45,"      Information",4977.9,4939.6,4895.0,4750.3,4822.3,4821.3,5109.9,5053.9,4978.9,5480.6,5580.2,5807.2,6330.0,6361.6,6617.6
01000,Alabama,51,"      Finance and insurance",13552.8,13778.7,13443.8,13459.4,13035.5,13194.8,13953.0,14223.3,14813.6,15514.5,15817.9,16365.6,16213.7,16274.8,16314.5
01000,Alabama,56,"      Real estate and rental and leasing",26320.6,26774.2,27128.0,27188.3,27197.5,26624.8,27515.1,27487.8,27816.7,28300.0,28704.8,29349.8,29784.3,30124.8,30750.5
01000,Alabama,60,"      Professional, scientific, and technical services",14199.4,14254.5,14663.9,14658.7,15330.8,14063.9,14842.9,15267.4,15212.0,15844.0,16143.2,16572.7,16701.6,16909.2,17324.4
01000,Alabama,64,"      Management of companies and enterprises",2272.7,2274.6,2253.3,2196.7,2176.3,2161.3,2083.2,2201.2,2294.1,2286.0,2326.9,2467.2,2377.6,2371.8,2405.6
01000,Alabama,65,"      Administrative and support and waste management and remediation services",6291.6,6382.9,6423.2,6414.3,6426.8,5410.6,6401.2,6523.8,6968.7,7143.3,7287.9,7498.2,7744.9,7901.8,7976.5
01000,Alabama,69,"      Educational services",1384.4,1412.2,1402.4,1374.7,1316.0,1179.0,1215.6,1225.2,1276.8,1296.8,1337.7,1340.1,1402.7,1393.8,1439.3
01000,Alabama,70,"      Health care and social assistance",17295.5,17386.3,17648.4,17876.4,18186.7,15255.1,18877.9,18824.3,18785.5,18705.6,18818.7,19574.5,19536.2,19731.8,20188.3
01000,Alabama,76,"      Arts, entertainment, and recreation",867.3,840.6,846.7,879.9,792.4,456.5,628.7,659.4,748.1,798.7,892.3,926.0,862.7,876.8,937.9
01000,Alabama,79,"      Accommodation and food services",6433.2,6491.4,6662.6,6813.8,6337.0,4860.3,6452.5,6121.6,6843.4,7318.1,7596.6,7602.9,7715.2,7804.4,7982.3
01000,Alabama,82,"      Other services (except government and government enterprises)",5616.4,5636.8,5832.1,5923.5,5884.7,5139.2,5824.3,5929.0,5837.4,6095.6,6217.8,6311.4,6375.6,6421.2,6642.3
01000,Alabama,83,"  Government and government enterprises",36934.4,37358.2,38190.5,38584.9,39282.0,38784.4,39658.1,39831.9,40123.9,40784.3,41334.7,41511.2,41852.5,42262.0,42867.7
01000,Alabama,84,"    Federal civilian",8816.4,8873.6,8955.8,8946.0,9044.2,9153.8,9228.3,9259.9,9339.7,9356.9,9365.4,9402.3,9427.3,9504.9,9639.8
01000,Alabama,85,"    Military",4680.1,4688.8,4758.7,4762.8,4783.1,4891.8,4897.0,4949.0,5149.0,5191.6,5277.1,5241.7,5159.2,5096.2,5066.4
01000,Alabama,86,"    State and local",23437.9,23795.8,24476.0,24876.1,25454.7,24738.9,25532.9,25623.1,25635.2,26235.9,26692.3,26867.1,27266.0,27660.8,28161.5
02000,Alaska,1,All industry total,54461.6,54522.3,55034.3,54894.8,53160.4,46625.7,49944.3,52170.4,53840.1,56150.0,58248.7,61158.8,60944.2,64256.6,65130.3
02000,Alaska,2,"  Private industries",43090.6,43164.8,43680.9,43628.1,41839.9,35510.6,38657.5,40554.9,42297.5,44195.0,46351.4,49183.7,49064.6,52341.3,53155.8
02000,Alaska,3,"      Agriculture, forestry, fishing and hunting",454.0,443.4,423.0,427.0,(D),(D),(D),(D),375.6,448.4,441.6,398.5,371.1,323.2,352.1
02000,Alaska,6,"      Mining, quarrying, and oil and gas extraction",8216.9,7624.9,7057.5,7176.4,6232.8,3802.8,5016.5,5174.2,6535.0,7288.3,8519.7,9852.4,9720.0,12100.0,11959.1
02000,Alaska,10,"      Utilities",764.3,804.2,846.9,879.0,807.9,830.6,883.0,907.6,938.5,951.6,970.7,1026.4,935.6,1117.1,1182.2
02000,Alaska,11,"      Construction",2592.0,2636.5,2544.7,2612.3,2691.4,2379.0,2468.2,2576.8,2474.5,2514.3,2603.3,2617.8,2460.5,2480.1,2562.9
02000,Alaska,12,"      Manufacturing",1333.5,1426.2,1537.6,1462.0,(D),(D),(D),(D),1441.0,1723.9,1826.3,1884.6,1953.7,1989.0,1973.3
02000,Alaska,13,"          Durable goods manufacturing",231.9,227.7,228.6,224.0,(D),(D),(D),(D),223.4,218.2,220.0,233.4,254.0,261.9,275.1
02000,Alaska,25,"          Nondurable goods manufacturing",1101.5,1198.4,1309.1,1238.0,1159.2,1005.8,1004.0,1240.7,1217.5,1505.7,1606.3,1651.2,1699.7,1727.1,1698.2
02000,Alaska,34,"      Wholesale trade",1484.1,1532.2,1557.9,1550.4,1448.4,1344.6,1455.3,1465.9,1501.8,1578.0,1608.7,1660.4,1671.9,1701.2,1701.5
02000,Alaska,35,"      Retail trade",2358.0,2380.9,2442.3,2425.4,2428.6,2343.7,2530.7,2641.9,2790.6,2853.2,2810.0,2920.8,3016.2,3055.8,3152.9
02000,Alaska,36,"      Transportation and warehousing",7085.0,7348.8,7961.1,7968.2,7925.1,6399.9,6405.5,7361.9,7694.8,7503.9,7718.1,8389.3,8737.3,9180.3,9360.8
02000,Alaska,45,"      Information",1221.9,1182.4,1168.5,1098.5,1108.8,1079.5,1191.7,1244.5,1118.7,1245.9,1226.4,1282.8,1343.5,1335.7,1391.0
02000,Alaska,51,"      Finance and insurance",1474.1,1460.7,1532.7,1469.5,1389.4,1392.4,1381.0,1369.0,1448.6,1423.7,1449.8,1521.9,1411.7,1426.2,1431.6
02000,Alaska,56,"      Real estate and rental and leasing",5403.3,5506.2,5578.8,5543.0,5417.0,5254.7,5445.0,5503.5,5427.7,5582.1,5654.9,5801.9,5886.0,5933.6,6045.6
02000,Alaska,60,"      Professional, scientific, and technical services",1864.1,1904.0,1912.6,1935.3,1869.3,1735.2,1787.4,1801.1,1783.6,1878.7,1944.1,1978.6,1923.3,1943.3,1997.9
02000,Alaska,64,"      Management of companies and enterprises",427.4,376.6,378.0,363.1,345.6,353.7,333.6,370.0,376.7,403.8,399.4,417.9,426.1,429.4,435.0
02000,Alaska,65,"      Administrative and support and waste management and remediation services",1036.2,1062.4,1076.3,1096.0,1119.6,996.5,1044.6,1039.7,1006.6,1052.6,1095.7,1121.8,1115.7,1128.9,1162.4
02000,Alaska,69,"      Educational services",210.5,209.9,209.2,201.6,186.2,161.6,176.5,175.2,171.7,185.4,191.5,190.4,203.5,201.4,205.7
02000,Alaska,70,"      Health care and social assistance",4347.8,4383.0,4476.4,4561.9,4540.3,4012.3,4728.3,4772.9,4723.1,4684.8,4753.5,4967.8,4818.1,4870.8,4965.5
02000,Alaska,76,"      Arts, entertainment, and recreation",348.1,363.2,376.7,364.4,301.3,132.2,171.9,216.0,253.5,280.5,327.8,373.4,355.0,384.9,442.9
02000,Alaska,79,"      Accommodation and food services",1564.2,1615.1,1677.2,1567.3,1317.1,896.8,1086.1,1134.9,1306.0,1645.9,1811.2,1732.9,1641.9,1644.4,1679.7
02000,Alaska,82,"      Other services (except government and government enterprises)",905.4,904.2,923.6,926.9,947.4,784.6,898.7,931.5,929.4,950.0,998.9,1044.0,1073.6,1096.1,1153.4
02000,Alaska,83,"  Government and government enterprises",11370.9,11357.5,11353.4,11266.8,11320.4,11115.1,11286.8,11615.5,11542.6,11955.0,11897.2,11975.1,11879.7,11915.3,11974.4
02000,Alaska,84,"    Federal civilian",2200.2,2212.0,2220.2,2237.5,2281.0,2297.2,2300.5,2340.5,2368.0,2406.8,2413.0,2450.5,2451.4,2454.9,2461.0
02000,Alaska,85,"    Military",2262.6,2275.1,2266.3,2292.9,2319.4,2395.8,2442.6,2457.5,2590.5,2650.6,2673.3,2725.4,2719.5,2759.6,2761.6
02000,Alaska,86,"    State and local",6908.1,6870.4,6866.9,6736.3,6720.0,6422.1,6543.8,6817.6,6584.2,6897.6,6810.9,6799.3,6708.7,6700.8,6751.8
04000,Arizona,1,All industry total,362999.7,368600.6,376051.7,381922.0,381906.7,359842.4,388675.6,397864.4,402829.7,413811.4,423204.7,440260.9,446397.1,453602.3,463653.7
04000,Arizona,2,"  Private industries",318463.2,323656.1,330554.4,336001.4,334428.0,313862.3,342168.1,350143.5,356129.2,366002.4,374272.7,390297.8,397212.9,403771.7,413034.2
04000,Arizona,3,"      Agriculture, forestry, fishing and hunting",2459.5,2327.9,2388.0,2656.4,2262.2,2364.0,2686.0,2698.8,2350.2,2667.4,2656.5,3127.4,3225.8,3235.6,3238.9
04000,Arizona,6,"      Mining, quarrying, and oil and gas extraction",3987.4,4376.2,4423.1,5218.9,5156.1,3495.6,5140.1,5533.3,7387.3,6594.8,6391.8,7158.7,9905.0,10282.3,9758.2
04000,Arizona,10,"      Utilities",6928.0,6834.7,6851.0,6985.4,7146.3,7380.8,7550.1,7531.0,7790.5,7722.3,8071.5,8443.9,7808.2,8925.1,9332.2
04000,Arizona,11,"      Construction",18034.5,18716.0,19193.0,19417.3,19788.9,20509.2,20939.1,21687.5,20971.5,21001.7,21472.3,23281.0,23195.2,23113.5,23838.1
04000,Arizona,12,"      Manufacturing",33630.8,33585.4,33919.1,35156.5,34348.7,32163.0,34577.4,36288.7,35977.2,36650.4,38390.0,39392.5,38081.2,39280.6,40823.7
04000,Arizona,13,"          Durable goods manufacturing",28517.9,28149.3,28222.5,28711.1,28475.0,26732.6,28813.8,30557.1,29829.7,30315.2,31798.5,32533.4,30747.2,31579.4,33089.2
04000,Arizona,25,"          Nondurable goods manufacturing",5113.0,5436.1,5696.6,6445.4,5873.7,5430.4,5763.6,5731.6,6147.5,6335.3,6591.5,6859.1,7334.0,7701.2,7734.5
04000,Arizona,34,"      Wholesale trade",19606.1,19672.0,20232.0,20117.8,20480.7,18626.0,21393.6,21447.9,22565.4,23631.5,23132.5,24119.0,25740.5,26104.4,26522.5
04000,Arizona,35,"      Retail trade",24467.7,24828.4,25336.8,25353.1,25518.3,25243.7,28294.4,28676.0,29807.8,31418.5,31543.6,32626.9,33875.8,33941.6,34440.1
04000,Arizona,36,"      Transportation and warehousing",11983.3,12102.8,12066.0,11953.2,11558.7,9100.9,9912.7,10587.4,11107.2,11783.8,12920.6,13822.2,13919.7,14515.9,14846.2
04000,Arizona,45,"      Information",13719.9,13834.3,14102.0,14422.2,14421.3,14175.2,14597.9,14995.4,15287.7,15963.6,16052.9,17285.5,17601.5,18007.2,18636.8
04000,Arizona,51,"      Finance and insurance",26974.7,27395.6,29018.8,30399.7,30269.3,32246.8,33358.4,35476.9,35534.7,34720.9,34220.1,34604.3,35310.7,35375.1,35238.7
04000,Arizona,56,"      Real estate and rental and leasing",55510.6,56810.1,57850.4,58120.2,58570.4,56607.3,58648.3,58809.1,59839.4,60970.5,62546.8,64954.0,66111.0,67358.9,69018.4
04000,Arizona,60,"      Professional, scientific, and technical services",21330.0,21346.1,21708.6,21809.7,21771.1,20919.2,22189.3,22491.0,22788.2,24076.1,25192.8,25454.3,25819.1,26183.5,27164.3
04000,Arizona,64,"      Management of companies and enterprises",3722.1,4238.5,4385.4,4467.9,4406.1,4472.2,4517.4,4872.8,5128.6,5844.1,5719.8,6109.9,6834.4,6901.4,7075.5
04000,Arizona,65,"      Administrative and support and waste management and remediation services",16624.9,16772.1,17212.8,17552.2,17341.6,16064.8,17343.2,17249.5,18415.0,18378.2,19141.3,20291.2,20404.3,20468.8,20732.9
04000,Arizona,69,"      Educational services",4506.8,4596.0,4563.9,4510.9,4515.1,4037.2,4403.0,4412.0,4231.9,4590.8,4654.1,4780.1,4676.2,4726.5,4800.9
04000,Arizona,70,"      Health care and social assistance",31270.1,32179.5,32654.6,32897.9,33283.1,30040.8,34976.0,35315.7,34421.9,34857.7,35690.1,37124.3,36963.0,37604.4,38916.0
04000,Arizona,76,"      Arts, entertainment, and recreation",3487.8,3577.7,3822.4,3865.0,3303.9,1758.4,2312.9,2756.4,2530.3,3015.5,3099.2,3232.0,3076.0,3135.6,3510.3
04000,Arizona,79,"      Accommodation and food services",13051.4,13104.9,13392.4,13565.6,12982.3,8600.6,12095.5,12006.2,12720.9,14382.5,15327.3,16041.9,16296.1,16155.6,16481.0
04000,Arizona,82,"      Other services (except government and government enterprises)",7167.7,7357.7,7434.0,7531.3,7303.9,6056.6,7232.9,7308.0,7273.5,7732.1,8049.5,8448.8,8369.3,8455.7,8659.5
04000,Arizona,83,"  Government and government enterprises",44536.5,44944.5,45497.4,45920.6,47478.7,45980.1,46507.5,47720.9,46700.5,47809.0,48932.0,49963.2,49184.3,49830.6,50619.6
04000,Arizona,84,"    Federal civilian",7926.1,7975.0,8087.3,8246.7,8427.9,8653.4,8855.5,8836.1,8974.7,9039.0,9123.1,9120.7,9245.2,9308.7,9391.3
04000,Arizona,85,"    Military",3960.0,3962.6,3999.0,4062.1,4124.6,4280.1,4278.2,4340.8,4511.1,4568.8,4599.6,4621.4,4550.3,4547.1,4534.2
04000,Arizona,86,"    State and local",32650.4,33006.9,33411.1,33611.9,34926.3,33046.6,33373.7,34544.0,33214.7,34201.1,35209.3,36221.1,35388.7,35974.8,36694.1
05000,Arkansas,1,All industry total,129821.1,130447.7,132373.8,133670.4,135166.1,126007.4,136709.3,137993.6,142628.0,146986.8,150537.9,154551.7,160869.8,163778.9,166488.0
05000,Arkansas,2,"  Private industries",112962.8,113466.4,115022.1,116146.5,117130.8,108482.6,118640.2,119787.8,124714.0,128392.9,131797.9,135604.2,141951.6,144669.9,147101.5
05000,Arkansas,3,"      Agriculture, forestry, fishing and hunting",1918.6,1831.2,1859.8,1768.4,2438.4,1296.0,1678.7,2151.1,2488.5,3207.2,4047.4,3848.6,5050.1,6111.4,6079.4
05000,Arkansas,6,"      Mining, quarrying, and oil and gas extraction",729.0,747.0,718.3,765.0,741.0,458.3,627.1,689.0,738.0,779.1,822.1,909.5,950.0,1130.9,1045.0
05000,Arkansas,10,"      Utilities",3317.0,3427.4,3590.0,3673.4,3433.6,3538.1,3740.2,3530.8,3982.2,3759.7,3922.6,4325.9,4076.2,4782.0,5015.9
05000,Arkansas,11,"      Construction",4859.3,4926.0,4988.1,5116.7,5125.4,5086.4,5089.1,5275.6,5380.7,5478.5,5581.2,5699.8,5802.3,5740.8,5807.1
05000,Arkansas,12,"      Manufacturing",18958.9,19336.3,19492.6,19945.3,19351.1,17624.3,19434.1,19791.2,20281.6,21367.6,22166.7,23576.2,23816.3,24489.8,24731.6
05000,Arkansas,13,"          Durable goods manufacturing",9867.0,9660.9,9426.8,9619.2,9236.4,8506.6,10020.9,10335.4,10886.7,11605.1,11928.7,12696.0,12799.5,13023.3,13379.1
05000,Arkansas,25,"          Nondurable goods manufacturing",9091.9,9675.4,10065.8,10326.0,10114.7,9117.6,9413.2,9455.8,9394.9,9762.4,10238.0,10880.2,11016.8,11466.4,11352.5
05000,Arkansas,34,"      Wholesale trade",10211.7,10215.1,10366.7,10349.2,10501.5,9774.9,10975.8,11030.4,11765.5,12087.0,12307.8,12608.5,13183.3,13521.5,13729.8
05000,Arkansas,35,"      Retail trade",8938.9,8933.1,9125.5,9175.1,9304.8,9266.7,10311.8,10097.0,10918.3,11480.5,11334.4,11523.1,11933.7,11942.0,12131.1
05000,Arkansas,36,"      Transportation and warehousing",5509.8,5424.4,5462.7,5656.0,5725.1,4798.2,5512.7,5628.7,5850.0,5961.4,6459.4,6793.3,7360.8,7678.4,7788.0
05000,Arkansas,45,"      Information",2223.1,2278.9,2430.3,2171.7,2584.6,2572.3,2645.1,2689.3,2908.8,2787.4,2721.5,2842.3,3040.0,3101.3,3280.1
05000,Arkansas,51,"      Finance and insurance",6971.7,6916.8,7057.9,7245.3,7513.9,7806.8,8166.8,8204.2,8401.6,8425.5,8417.0,8600.1,8880.5,9067.2,9149.6
05000,Arkansas,56,"      Real estate and rental and leasing",14611.7,14807.7,14997.9,14957.6,14733.7,14394.5,14743.3,14684.5,14857.4,15046.5,15173.3,15344.5,15569.2,15563.8,15799.7
05000,Arkansas,60,"      Professional, scientific, and technical services",5020.1,4911.4,5074.8,5000.3,5003.7,4687.4,4996.6,4921.3,5116.8,5266.7,5357.2,5529.2,5722.3,5751.2,5871.4
05000,Arkansas,64,"      Management of companies and enterprises",5719.8,5707.4,5574.4,5759.8,5775.2,6006.9,5632.5,6118.9,6378.5,6587.5,6598.6,6216.8,8340.9,7239.1,7400.8
05000,Arkansas,65,"      Administrative and support and waste management and remediation services",3711.3,3736.8,3744.6,3793.9,3914.0,3435.0,3865.8,4014.6,4246.8,4346.1,4543.5,4850.3,4994.7,5011.4,5075.0
05000,Arkansas,69,"      Educational services",918.9,911.1,919.6,889.7,883.0,771.6,809.7,787.0,826.1,864.3,880.3,902.3,910.5,927.8,964.3
05000,Arkansas,70,"      Health care and social assistance",11650.5,11727.6,11764.5,11822.2,12190.0,10789.7,12571.1,12366.0,12442.9,12325.6,12633.6,12818.7,13240.0,13403.2,13745.8
05000,Arkansas,76,"      Arts, entertainment, and recreation",633.7,629.9,648.0,654.6,711.3,393.1,554.3,581.3,662.5,668.1,733.4,767.7,739.6,749.1,786.7
05000,Arkansas,79,"      Accommodation and food services",3999.8,3952.1,4092.8,4198.9,3984.1,2981.6,4080.1,3956.3,4227.3,4597.1,4653.6,4884.9,4894.9,5003.3,5139.4
05000,Arkansas,82,"      Other services (except government and government enterprises)",3058.9,3046.1,3113.8,3203.4,3216.2,2801.0,3205.6,3270.6,3240.7,3357.3,3444.2,3562.6,3446.4,3455.6,3560.7
05000,Arkansas,83,"  Government and government enterprises",16858.3,16981.3,17351.7,17523.9,18035.3,17524.8,18069.1,18205.8,17914.1,18593.9,18740.1,18947.5,18918.2,19109.1,19386.5
05000,Arkansas,84,"    Federal civilian",2591.4,2585.7,2609.5,2618.7,2690.2,2708.7,2886.8,2756.6,2732.2,2740.0,2741.3,2781.2,2802.3,2810.6,2833.9
05000,Arkansas,85,"    Military",831.1,846.5,851.1,851.5,865.0,890.1,892.3,890.7,952.5,969.7,963.6,974.7,983.5,985.7,993.6
05000,Arkansas,86,"    State and local",13435.8,13549.2,13891.1,14053.7,14480.2,13926.1,14290.0,14558.5,14229.4,14884.1,15035.1,15191.6,15132.4,15312.8,15559.0
06000,California,1,All industry total,2970816.1,3028633.1,3062616.7,3108710.4,3074465.6,2812435.1,3060840.2,3132952.5,3225265.8,3331416.0,3416146.0,3520134.9,3497723.7,3558511.9,3634821.3
06000,California,2,"  Private industries",2630844.5,2684604.3,2716418.1,2753364.3,2714625.7,2463128.9,2701644.1,2776744.9,2858234.2,2962142.4,3037693.3,3140499.0,3110039.7,3166310.0,3236263.2
06000,California,3,"      Agriculture, forestry, fishing and hunting",37441.1,36194.2,35353.3,34381.2,33020.6,36047.9,38270.7,40399.3,32762.5,35207.1,39188.5,46020.3,48174.4,47198.0,49436.9
06000,California,6,"      Mining, quarrying, and oil and gas extraction",9151.0,9449.2,8105.0,8574.6,8137.4,5239.4,7926.2,8392.6,10029.4,10954.6,12056.5,15018.8,14825.5,17852.4,16710.1
06000,California,10,"      Utilities",36869.0,40037.1,41055.3,42272.2,38185.4,40746.7,42992.4,42004.1,46336.6,43539.4,44925.9,47947.7,48207.3,55406.4,57602.4
06000,California,11,"      Construction",119091.4,122340.0,123870.7,123818.1,122884.4,109160.2,116900.5,121451.7,124479.4,123753.6,122880.4,127144.4,131846.4,132416.5,135610.2
06000,California,12,"      Manufacturing",351245.1,358497.5,360990.0,367702.6,357709.7,328495.4,366747.3,361529.7,379387.1,394008.8,391933.6,413981.4,411552.0,421313.1,424898.9
06000,California,13,"          Durable goods manufacturing",207934.8,209879.1,211268.4,215406.8,214043.0,200841.3,233128.8,229758.1,241588.2,244021.4,234703.5,248450.8,249579.7,253532.4,259150.6
06000,California,25,"          Nondurable goods manufacturing",143310.3,148618.4,149721.6,152295.9,143666.7,127654.1,133618.6,131771.6,137798.9,149987.4,157230.1,165530.6,161972.4,167780.7,165748.2
06000,California,34,"      Wholesale trade",168384.2,169948.5,171627.5,171061.0,170033.2,149216.4,170146.9,172424.2,178548.4,188551.6,190826.0,196970.7,204971.5,208965.9,211868.8
06000,California,35,"      Retail trade",149765.9,152178.8,156662.2,158483.9,158288.0,142082.9,164802.5,165007.0,173990.0,181100.7,177133.5,183222.8,181416.7,183876.0,187239.0
06000,California,36,"      Transportation and warehousing",89107.4,89074.6,91286.1,90311.9,84467.3,66091.7,74281.6,78664.7,84352.5,90970.3,96548.4,102099.1,104738.2,109129.9,111579.3
06000,California,45,"      Information",286742.8,300045.4,300869.7,309673.6,308362.6,298848.9,317917.3,326904.0,342514.8,356936.6,369339.8,379215.4,347313.3,352311.8,367088.0
06000,California,51,"      Finance and insurance",154244.4,155348.0,155507.7,162911.5,162727.3,160714.2,166890.5,177681.1,184187.1,195314.3,196734.9,192513.0,184130.2,185168.0,184774.1
06000,California,56,"      Real estate and rental and leasing",399108.5,404848.2,411689.8,413406.5,409986.1,393656.4,406604.9,405128.2,411643.2,420796.8,428217.2,438676.6,445736.8,452154.9,462216.0
06000,California,60,"      Professional, scientific, and technical services",280178.5,284502.8,286189.2,288553.3,298184.7,278813.1,298619.1,311082.6,324652.3,324607.0,338011.1,347163.5,343641.4,347620.5,355924.4
06000,California,64,"      Management of companies and enterprises",46172.8,47205.1,46755.7,47435.1,46994.7,48460.9,49427.4,53419.6,52742.7,53564.4,53660.2,56238.0,52962.8,53242.3,54055.8
06000,California,65,"      Administrative and support and waste management and remediation services",89339.0,90776.2,92818.4,93418.4,94367.3,80483.3,89280.2,92598.6,100375.5,100631.0,105311.1,111734.0,119573.9,122194.5,124003.4
06000,California,69,"      Educational services",34508.9,35070.4,35668.1,35526.5,34866.6,30926.7,32426.5,31466.2,32348.9,33866.4,34823.3,35846.0,36531.6,36329.1,37484.4
06000,California,70,"      Health care and social assistance",190455.1,193309.7,196611.2,202951.6,205623.4,178962.7,210466.1,217449.6,221402.4,217769.8,224560.7,225208.7,227625.3,230327.3,235676.8
06000,California,76,"      Arts, entertainment, and recreation",43648.3,44074.9,45654.5,46578.7,42045.5,19047.8,25438.9,30183.1,32843.3,37171.6,44338.1,49339.6,51029.7,51852.7,56439.6
06000,California,79,"      Accommodation and food services",88419.9,94561.6,97086.1,96841.3,81869.2,51547.8,72029.6,87985.1,71981.5,97227.0,107734.8,110601.6,91477.8,93759.8,96092.2
06000,California,82,"      Other services (except government and government enterprises)",56971.3,57142.0,58617.6,59462.2,56872.2,44586.5,50475.7,52973.4,53656.5,56171.3,59469.1,61557.5,64285.1,65190.9,67562.7
06000,California,83,"  Government and government enterprises",339971.5,344028.8,346198.7,355346.1,359840.0,349306.2,359196.1,356207.5,367031.6,369273.5,378452.7,379635.9,387684.0,392202.0,398558.1
06000,California,84,"    Federal civilian",45985.5,46173.1,46431.6,46902.4,47777.0,48703.5,51604.9,50641.1,51404.5,51675.0,51728.9,51955.1,52530.0,52481.1,52838.5
06000,California,85,"    Military",26869.8,27056.7,27247.0,27540.9,27652.1,28414.1,28411.6,28607.0,30080.2,30436.4,30623.1,31036.1,31097.6,31399.4,31867.5
06000,California,86,"    State and local",267116.3,270799.0,272520.1,280902.7,284410.9,272188.6,279179.5,276959.5,285546.9,287162.1,296100.7,296644.7,304056.4,308321.5,313852.2
08000,Colorado,1,All industry total,383635.8,391635.4,400464.2,402403.5,402456.2,365841.6,396054.4,400700.9,416528.3,429887.0,440203.6,458818.9,471814.2,480828.3,489340.5
08000,Colorado,2,"  Private industries",337810.3,345282.2,353123.8,354466.4,353326.1,317091.4,346564.4,350996.0,365614.6,378333.2,387598.4,405267.3,418189.1,426778.9,434236.2
08000,Colorado,3,"      Agriculture, forestry, fishing and hunting",1938.7,2042.2,2542.5,3023.2,3007.9,1715.0,2570.9,2450.1,3130.5,3119.6,2558.1,2375.4,2814.4,2949.0,3153.7
08000,Colorado,6,"      Mining, quarrying, and oil and gas extraction",15199.1,15047.4,14578.1,13634.6,12235.4,5895.0,7735.1,8471.9,11175.2,12583.7,14272.8,15872.0,17717.9,20799.4,19590.4
08000,Colorado,10,"      Utilities",4446.8,4492.9,4575.4,4568.9,4779.9,4911.6,5151.0,5003.3,5309.0,5663.5,5437.2,5852.6,5722.8,6572.8,6851.5
08000,Colorado,11,"      Construction",22543.8,23231.5,23914.5,23718.1,23675.7,23330.4,23269.6,23791.7,24081.0,23950.0,24222.9,25857.7,25499.6,25655.3,26172.1
08000,Colorado,12,"      Manufacturing",24722.7,25247.9,25939.7,26273.5,25615.7,24401.6,26831.1,26887.8,27330.8,28579.6,28861.3,30761.0,30054.1,30761.5,31426.0
08000,Colorado,13,"          Durable goods manufacturing",16391.5,16554.1,16712.8,16617.5,16342.5,15448.8,16815.0,16812.0,16859.6,17152.1,16981.3,17955.7,17831.1,17911.5,18261.3
08000,Colorado,25,"          Nondurable goods manufacturing",8331.2,8693.7,9226.9,9656.0,9273.2,8952.8,10016.1,10075.8,10471.2,11427.5,11880.0,12805.3,12223.0,12849.9,13164.7
08000,Colorado,34,"      Wholesale trade",21718.3,21687.7,22501.9,23066.8,22477.2,20617.8,22963.5,23356.3,24176.3,26003.1,26008.7,26624.6,28286.2,28826.9,28692.5
